chr	start	end	V4	V6
chr17	41924515	41935128	NM_001168324	+
chr17	41831098	41836156	NM_025237	-
chr17	41924515	41935602	NM_001168322	+
chr17	41843488	41856368	NM_004090	-
chr17	41952726	41985310	NM_001278373	-
chr17	41952726	41978001	NM_001278376	-
chr17	41952726	41978930	NM_001278375	-
chr17	41952726	41985310	NM_001278374	-
chr17	41952726	41985310	NM_005374	-
chr17	41952726	41985310	NM_001278381	-
chr17	42018171	42019833	NM_002722	-
chr17	41952726	41985310	NM_001278372	-
chr17	41994575	41995355	NR_026770	+
chr17	41952726	41987079	NM_001278371	-
chr17	41952726	41987079	NM_001278370	-
chr17	42154120	42201014	NM_005474	-
chr17	42088555	42092345	NM_032376	-
chr17	42148097	42153712	NM_138387	+
chr17	42082031	42086436	NM_153006	+
chr17	42148097	42153712	NR_028582	+
chr17	42148097	42153712	NR_028581	+
chr17	42154120	42201014	NM_001015053	-
chr17	42112002	42144987	NM_152344	-
chr17	42269172	42275529	NM_020218	-
chr17	42253341	42264085	NR_049730	-
chr17	42253341	42264085	NR_049729	-
chr17	42282400	42297041	NM_014233	-
chr17	42219273	42239844	NM_024032	+
chr17	42264353	42269099	NM_024107	+
chr17	42219273	42239844	NM_001171251	+
chr17	42264573	42269099	NM_177441	+
chr17	42264353	42269099	NM_001076674	+
chr17	42282400	42298250	NM_001076683	-
chr17	42282400	42297041	NM_001076684	-
chr17	42282400	42298994	NR_045058	-
chr17	42248073	42256451	NM_080863	+
chr17	42269172	42275529	NM_001098833	-
chr17	42285138	42285207	NR_106840	-
chr17	42449549	42466873	NM_000419	-
chr17	42385926	42395238	NM_006695	+
chr17	42396992	42402217	NM_016016	-
chr17	42396992	42402217	NM_001143780	-
chr17	42422490	42430470	NM_002087	+
chr17	42385926	42395238	NM_001144826	+
chr17	42385926	42396038	NM_001144825	+
chr17	42431100	42441235	NM_198475	-
chr17	42376941	42385799	NR_110802	-
chr17	42472644	42580957	NR_036474	-
chr17	42472644	42580957	NM_001002909	-
chr17	42634811	42638630	NM_001466	+
chr17	42723731	42727717	NR_110661	-
chr17	42785975	42829636	NM_145663	+
chr17	42754804	42767165	NM_144609	-
chr17	42733761	42753165	NM_001145080	+
chr17	42785975	42829636	NM_025104	+
chr17	42836567	42859214	NM_002390	+
chr17	42754804	42767165	NM_001099225	-
chr17	42785975	42827917	NR_036623	+
chr17	42927654	42976736	NM_001258353	-
chr17	42875815	42907607	NM_005497	-
chr17	42927654	42976993	NM_001258354	-
chr17	42977079	42981047	NM_213607	+
chr17	42925269	42927848	NM_016438	+
chr17	42875815	42908179	NM_001080383	-
chr17	42927654	42976993	NM_001142605	-
chr17	42927654	42976993	NM_004247	-
chr17	42923720	42927848	NM_001271880	+
chr17	42925269	42927848	NR_073504	+
chr17	42977079	42981047	NM_001258396	+
chr17	42977079	42981047	NM_001258395	+
chr17	42977079	42981047	NM_001258399	+
chr17	42977079	42981047	NM_001258398	+
chr17	42977079	42981047	NM_001258397	+
chr17	43002078	43025079	NM_001265577	-
chr17	43002078	43025079	NM_001264573	-
chr17	43037060	43045644	NM_006688	-
chr17	43011985	43012049	NR_106841	-
chr17	43138679	43186382	NM_021079	+
chr17	43213013	43221543	NM_001135706	+
chr17	43209966	43221543	NM_001135704	+
chr17	43213013	43221543	NM_024722	+
chr17	43189007	43209900	NM_133373	-
chr17	43224683	43229468	NM_006460	+
chr17	43238263	43247406	NM_144608	+
chr17	43213013	43221543	NM_001135705	+
chr17	43213013	43220326	NM_001135707	+
chr17	43191734	43191801	NR_106842	-
chr17	43299291	43324683	NM_005892	+
chr17	43331759	43339479	NM_152343	-
chr17	43325291	43345997	NR_110325	+
chr17	43325291	43345997	NR_024434	+
chr17	43339446	43345997	NR_024435	+
chr17	43339446	43345997	NR_110324	+
chr17	43325291	43345997	NR_110326	+
chr17	43471267	43503012	NM_199282	-
chr17	43506717	43510282	NM_174919	-
chr17	43471267	43507663	NM_001282290	-
chr17	43583248	43597889	NR_002940	-
chr17	43552728	43552801	NR_036199	-
chr17	43552728	43552801	NR_036271	-
chr17	43716340	43723595	NR_026906	+
chr17	43716340	43719673	NR_026905	+
chr17	43697711	43715329	NR_026680	+
chr17	43697980	43715329	NR_027295	+
chr17	43677491	43679748	NR_026901	-
chr17	43973148	43976164	NR_024560	+
chr17	43920721	43972879	NR_024559	-
chr17	43922255	43924438	NM_175882	+
chr17	44076615	44077060	NM_001007532	+
chr17	44270938	44274089	NR_034172	+
chr17	44372496	44415160	NM_014834	+
chr17	44320929	44323154	NR_026901	+
chr17	44450178	44500463	NR_033799	+
chr17	44590075	44633014	NM_001006607	+
chr17	44604454	44657088	NM_001288813	-
chr17	44604454	44657088	NM_001288811	-
chr17	44630121	44657088	NM_001113738	-
chr17	44594067	44657088	NM_016632	-
chr17	44586046	44657088	NM_001288812	-
chr17	44928967	44954437	NM_003396	+
chr17	44839871	44896126	NM_030753	-
chr17	45055521	45056614	NM_203400	-
chr17	45050382	45050466	NR_049812	+
chr17	45000485	45018733	NM_004287	+
chr17	45000485	45018733	NM_054022	+
chr17	45000485	45014205	NM_001012511	+
chr17	45108951	45120079	NM_001288811	-
chr17	45108951	45110749	NM_001288813	-
chr17	45286713	45301045	NM_002476	+
chr17	45286427	45301045	NM_001002841	+
chr17	45380811	45401267	NR_110880	-
chr17	45380811	45400979	NR_110881	-
chr17	45527592	45569986	NR_033934	-
chr17	45772629	45789429	NM_014726	+
chr17	45810609	45823485	NM_013351	+
chr17	45915046	45918699	NM_001145023	-
chr17	45908992	45915079	NM_033413	+
chr17	45922279	45933240	NM_199262	-
chr17	45900637	45908907	NM_145255	-
chr17	45915046	45918699	NM_138355	-
chr17	45900637	45908907	NR_037575	-
chr17	45900637	45908907	NM_148887	-
chr17	45922279	45928516	NM_001258248	-
chr17	45884732	45899147	NM_145798	-
chr17	46103532	46115168	NM_016429	-
chr17	46048321	46059152	NM_001278198	+
chr17	46048321	46059152	NM_176096	+
chr17	46048321	46059152	NM_001278216	+
chr17	46029333	46035243	NM_024320	-
chr17	46048321	46059152	NM_001278217	+
chr17	46047893	46059152	NM_001278197	+
chr17	46018888	46026674	NM_018129	+
chr17	46114526	46114613	NR_029687	-
chr17	46147413	46178883	NM_001127228	-
chr17	46184946	46200105	NM_013323	+
chr17	46184919	46200105	NM_152244	+
chr17	46147413	46178560	NM_006807	-
chr17	46233788	46233873	NR_031607	-
chr17	46620018	46622393	NM_002145	-
chr17	46626231	46651810	NM_002146	-
chr17	46621712	46628603	NR_102279	+
chr17	46606806	46608272	NM_002144	-
chr17	46652868	46655743	NM_024015	-
chr17	46657199	46657309	NR_029608	-
chr17	46669653	46679703	NR_110329	+
chr17	46669653	46683774	NR_033204	+
chr17	46667781	46679703	NR_033202	+
chr17	46667781	46683774	NR_033201	+
chr17	46673319	46679703	NR_033205	+
chr17	46669653	46679703	NR_033203	+
chr17	46684594	46688383	NM_004502	-
chr17	46673319	46679703	NR_110330	+
chr17	46673098	46682334	NM_018952	-
chr17	46689707	46692301	NM_024016	-
chr17	46668618	46671103	NM_002147	-
chr17	46698518	46703835	NM_024017	-
chr17	46709851	46709921	NR_029582	-
chr17	46667781	46679703	NR_110331	+
chr17	46801053	46802120	NM_001282276	+
chr17	46800529	46802120	NM_001282275	+
chr17	46839592	46871686	NM_173623	-
chr17	46801769	46801837	NR_036150	-
chr17	46799081	46799882	NM_032391	-
chr17	46802126	46806111	NM_006361	-
chr17	46839592	46894469	NM_001130918	-
chr17	47035917	47045955	NM_004123	-
chr17	46985730	47006422	NM_023079	+
chr17	46970147	46973232	NM_005175	+
chr17	47007458	47022154	NM_007241	-
chr17	46970147	46973232	NM_001002027	+
chr17	47074773	47133507	NM_001160423	+
chr17	47074773	47133507	NM_006546	+
chr17	47210130	47247351	NM_001159387	+
chr17	47283595	47287936	NM_001198754	-
chr17	47209821	47247351	NM_001159388	+
chr17	47283595	47286762	NM_001198755	-
chr17	47287588	47300587	NM_016428	+
chr17	47300731	47308128	NM_001143804	-
chr17	47287588	47300587	NM_001135186	+
chr17	47283595	47286762	NM_001198756	-
chr17	47283595	47286743	NM_031498	-
chr17	47210328	47247351	NM_153446	+
chr17	47300731	47308128	NM_178500	-
chr17	47366567	47439476	NM_001145365	-
chr17	47366567	47439835	NM_014897	-
chr17	47325604	47336027	NR_034161	+
chr17	47365707	47365816	NR_106745	-
chr17	47438526	47443477	NR_110884	+
chr17	47439743	47443477	NR_110882	+
chr17	47481409	47492267	NM_002634	-
chr17	47481409	47492267	NM_001281497	-
chr17	47481409	47492220	NM_001281496	-
chr17	47481409	47492267	NM_001281715	-
chr17	47535222	47539111	NR_110805	-
chr17	47653297	47661171	NM_007225	+
chr17	47588178	47588262	NR_106751	+
chr17	47583018	47651426	NR_103773	-
chr17	47778295	47785313	NM_005827	-
chr17	47778295	47785313	NM_001278784	-
chr17	47865980	47906458	NM_001199156	+
chr17	47865980	47906458	NM_001199155	+
chr17	47865980	47906458	NM_007067	+
chr17	47865980	47906458	NM_001199157	+
chr17	47865980	47906458	NM_001199158	+
chr17	47915670	47925379	NM_001077504	-
chr17	47915670	47925379	NM_001077505	-
chr17	47915670	47925379	NM_001077506	-
chr17	47923271	47926199	NM_001242791	+
chr17	47915670	47925379	NM_001077503	-
chr17	47915670	47925379	NM_170685	-
chr17	48050129	48052323	NM_001934	+
chr17	48067368	48072588	NM_005220	-
chr17	48046561	48052323	NM_138281	+
chr17	48133339	48167849	NM_002204	+
chr17	48172638	48188733	NM_002611	+
chr17	48127712	48133103	NR_038230	-
chr17	48172638	48183735	NM_001199900	+
chr17	48173058	48188733	NM_001199899	+
chr17	48172100	48188733	NM_001199898	+
chr17	48188672	48207246	NM_174920	-
chr17	48133339	48167849	NM_005501	+
chr17	48188672	48207246	NM_001257359	-
chr17	48211098	48227878	NM_032595	-
chr17	48243365	48253293	NM_000023	+
chr17	48261456	48279000	NM_000088	-
chr17	48248788	48249837	NR_024192	-
chr17	48351787	48358846	NM_153229	+
chr17	48243365	48253293	NM_001135697	+
chr17	48348766	48358846	NM_001168215	+
chr17	48248788	48249837	NR_024193	-
chr17	48292054	48292781	NR_110806	+
chr17	48358941	48365216	NR_125805	-
chr17	48423392	48438546	NM_022167	+
chr17	48450580	48458820	NM_001166131	+
chr17	48458593	48474914	NM_018509	-
chr17	48445227	48450562	NM_016504	-
chr17	48450580	48458820	NM_152463	+
chr17	48423392	48438546	NR_110010	+
chr17	48503518	48552206	NM_001288968	+
chr17	48503518	48552206	NM_025149	+
chr17	48556189	48563336	NM_018346	+
chr17	48541852	48546227	NM_001267	-
chr17	48585744	48608862	NM_032133	+
chr17	48610047	48621111	NM_017957	+
chr17	48503518	48552206	NM_001288971	+
chr17	48503518	48552206	NM_001288970	+
chr17	48503518	48552206	NM_001288969	+
chr17	48545689	48552206	NR_110232	+
chr17	48503518	48552206	NM_001288972	+
chr17	48638428	48704832	NM_198380	+
chr17	48638428	48704832	NM_198379	+
chr17	48638428	48704832	NM_001256327	+
chr17	48638428	48704832	NM_198376	+
chr17	48638428	48704832	NR_046056	+
chr17	48638428	48704832	NM_001256326	+
chr17	48638428	48704832	NR_046058	+
chr17	48638428	48704832	NR_046057	+
chr17	48638428	48704832	NR_046054	+
chr17	48638428	48704832	NM_198378	+
chr17	48638428	48704832	NM_001256329	+
chr17	48638428	48704832	NM_001256325	+
chr17	48638428	48704832	NM_001256324	+
chr17	48638428	48704832	NM_198396	+
chr17	48638428	48704832	NM_001256359	+
chr17	48638428	48704832	NM_001256333	+
chr17	48633567	48639469	NR_038439	-
chr17	48638428	48704832	NM_198388	+
chr17	48712217	48745288	NM_001144070	+
chr17	48638428	48704832	NM_198387	+
chr17	48638428	48704832	NM_198386	+
chr17	48638428	48704832	NM_001256328	+
chr17	48638428	48704832	NM_198385	+
chr17	48638428	48704832	NM_198384	+
chr17	48638428	48704832	NM_198383	+
chr17	48638428	48704832	NM_001256361	+
chr17	48638428	48704832	NR_046055	+
chr17	48638428	48704832	NM_001256330	+
chr17	48638428	48704832	NM_001256334	+
chr17	48638428	48704832	NM_198382	+
chr17	48638428	48704832	NM_198377	+
chr17	48638428	48704832	NM_001256360	+
chr17	48638428	48704832	NM_001256332	+
chr17	48638428	48704832	NM_001256331	+
chr17	48638428	48704832	NM_018896	+
chr17	48770550	48785270	NM_052855	-
chr17	48846010	48846091	NR_107026	+
chr17	48796925	48830072	NM_016424	+
chr17	48796925	48830072	NM_006107	+
chr17	48838394	48844876	NR_073199	-
chr17	48944039	48945732	NR_038458	+
chr17	48939586	48945339	NM_001243877	-
chr17	48939586	48943715	NM_001243885	-
chr17	48912604	48919709	NM_175575	+
chr17	48939586	48943715	NM_005749	-
chr17	49039534	49124329	NM_001251971	-
chr17	49243632	49249105	NM_002512	+
chr17	49230896	49249105	NR_037149	+
chr17	49230919	49239450	NM_198175	+
chr17	49230919	49239450	NM_000269	+
chr17	49243861	49249105	NM_001018139	+
chr17	49242795	49249105	NM_001018137	+
chr17	49230896	49249105	NM_001018136	+
chr17	49244082	49249105	NM_001018138	+
chr17	49243632	49249105	NM_001198682	+
chr17	49337896	49375292	NM_016001	+
chr17	49389969	49412523	NR_110751	-
chr17	51062879	51065012	NM_001243552	+
chr17	51900238	51902573	NM_032559	+
chr17	53038566	53046064	NM_001162862	-
chr17	53038566	53046064	NM_001162861	-
chr17	53038566	53046064	NM_004375	-
chr17	52978051	53039328	NM_005486	+
chr17	53029258	53046064	NR_027941	-
chr17	53029258	53046064	NR_027942	-
chr17	53828339	53854748	NM_021213	+
chr17	53796987	53809482	NM_001099640	-
chr17	53796987	53800225	NM_018286	-
chr17	53828465	53854748	NM_001102402	+
chr17	54671059	54672951	NM_005450	+
chr17	54869273	54911256	NM_001085430	-
chr17	55015560	55038411	NM_004645	-
chr17	54968630	54968716	NR_037408	-
chr17	54965269	54991409	NM_005082	-
chr17	54961462	54962274	NR_027025	-
chr17	55055467	55084129	NM_021626	+
chr17	55122838	55124156	NR_002818	+
chr17	55599608	55600958	NR_110808	-
chr17	55678225	55685773	NR_110807	-
chr17	55821841	55822690	NM_001282544	-
chr17	55916286	55927433	NM_016070	-
chr17	56078279	56084707	NM_001078166	-
chr17	56078279	56084707	NM_006924	-
chr17	56048909	56065615	NM_007146	-
chr17	56078279	56084707	NR_034041	-
chr17	56160779	56167618	NM_080677	+
chr17	56154251	56160565	NR_110809	-
chr17	56270088	56282535	NM_000502	+
chr17	56282796	56296966	NM_001165927	-
chr17	56232514	56233447	NM_012374	+
chr17	56282796	56296666	NM_017777	-
chr17	56347216	56358296	NM_000250	-
chr17	56315786	56345879	NR_027647	+
chr17	56315786	56345879	NM_006151	+
chr17	56315786	56345879	NM_001160102	+
chr17	56234319	56236480	NR_002307	+
chr17	56247016	56247940	NM_001004707	+
chr17	56406298	56431088	NR_038412	+
chr17	56378587	56406152	NM_004758	-
chr17	56422535	56429599	NM_003168	-
chr17	56402810	56431088	NR_038410	+
chr17	56378587	56406152	NM_024418	-
chr17	56413336	56413383	NR_039889	-
chr17	56378587	56406152	NM_001261835	-
chr17	56406965	56431088	NR_038413	+
chr17	56408592	56408679	NR_029683	-
chr17	56414562	56431088	NR_038418	+
chr17	56414562	56431088	NR_038416	+
chr17	56414562	56431088	NR_038415	+
chr17	56414562	56431088	NR_038414	+
chr17	56406298	56431088	NR_038411	+
chr17	56414562	56431088	NR_038417	+
chr17	56422535	56429599	NR_073470	-
chr17	56597610	56618179	NM_001198713	-
chr17	56497527	56565762	NM_001080439	-
chr17	56566892	56595251	NM_004687	-
chr17	56597610	56606828	NM_004574	-
chr17	56597610	56606828	NR_037155	-
chr17	56597610	56609445	NM_080416	-
chr17	56597610	56618179	NM_001256782	-
chr17	56618947	56621733	NM_001038704	-
chr17	56597610	56605408	NM_001256822	-
chr17	56597610	56609445	NM_080415	-
chr17	56597610	56606828	NR_104196	-
chr17	56597610	56609445	NR_104197	-
chr17	56769933	56772741	NM_002876	+
chr17	56769933	56772741	NR_103873	+
chr17	56769933	56811703	NR_103872	+
chr17	56769933	56811703	NM_058216	+
chr17	57187307	57232800	NM_001100595	-
chr17	57187307	57232800	NM_182620	-
chr17	57215118	57215233	NR_030411	-
chr17	57228496	57228582	NR_029842	-
chr17	57297827	57353330	NM_182569	+
chr17	57297827	57353330	NM_001165993	+
chr17	57297827	57350382	NM_001165994	+
chr17	57287370	57292611	NM_018149	+
chr17	57443443	57443515	NR_039882	+
chr17	57774666	57784856	NM_016077	-
chr17	57697049	57774317	NM_001288653	+
chr17	57697049	57774317	NM_004859	+
chr17	57918626	57918698	NR_029493	+
chr17	57970406	58027786	NM_001272044	+
chr17	57970406	58027786	NM_001272043	+
chr17	57970406	58027786	NM_001272042	+
chr17	58029722	58042117	NM_016125	-
chr17	57970406	58027786	NM_001272060	+
chr17	57936840	57970306	NM_016261	-
chr17	57936840	57970306	NM_001193612	-
chr17	57936840	57970306	NM_001193609	-
chr17	57936840	57970306	NM_001193613	-
chr17	57970406	58027786	NM_003161	+
chr17	57936840	57970306	NM_001193611	-
chr17	57936840	57970306	NM_001193610	-
chr17	58042456	58050462	NR_110816	+
chr17	58179120	58180280	NR_027408	-
chr17	58120385	58120466	NR_039890	-
chr17	58160926	58165828	NR_030732	-
chr17	58120551	58156292	NM_022070	-
chr17	58227301	58236906	NM_000717	+
chr17	58308876	58309006	NR_002999	-
chr17	58499864	58508787	NM_181707	+
chr17	58641906	58663981	NR_126009	+
chr17	59470816	59476967	NR_125749	-
chr17	59470816	59476967	NR_125750	-
chr17	59489111	59490641	NM_203425	+
chr17	59470816	59476967	NR_125751	-
chr17	59477256	59486827	NM_005994	+
chr17	59533806	59561664	NM_018488	+
chr17	59667793	59668563	NM_199290	-
chr17	59942727	60005377	NR_026641	-
chr17	59942727	60005377	NM_020748	-
chr17	60342066	60353016	NR_027486	-
chr17	60457913	60493839	NM_173503	+
chr17	60447578	60493839	NM_001144933	+
chr17	60501245	60527454	NM_181725	+
chr17	60704761	60770962	NM_006039	+
chr17	61562177	61575741	NM_001178057	+
chr17	61554421	61575741	NM_000789	+
chr17	61562177	61575741	NM_152830	+
chr17	61509664	61523722	NM_001915	-
chr17	61509664	61518207	NM_001017917	-
chr17	61509664	61523545	NM_001017916	-
chr17	61678230	61685725	NM_016360	+
chr17	61627795	61671642	NM_005828	+
chr17	61627795	61671642	NR_073585	+
chr17	61777697	61780045	NR_046273	+
chr17	61773248	61777519	NM_030576	-
chr17	61822609	61851088	NM_020198	-
chr17	61780191	61819330	NM_001165969	-
chr17	61780191	61819330	NM_001165970	-
chr17	61780191	61819330	NM_153335	-
chr17	61780191	61819330	NM_001003786	-
chr17	61780191	61819330	NM_001003788	-
chr17	61780191	61819330	NM_001003787	-
chr17	61957571	61959302	NM_022556	-
chr17	61909440	61920351	NM_001098426	-
chr17	61896792	61905031	NM_017647	-
chr17	61986964	61988618	NM_022580	-
chr17	61986964	61988618	NM_022579	-
chr17	61957571	61959302	NM_002059	-
chr17	61904769	61909387	NM_002805	+
chr17	61949371	61951089	NM_022644	-
chr17	61972267	61974021	NM_001317	-
chr17	61934375	61941739	NR_002947	+
chr17	61994552	61996212	NM_022559	-
chr17	61949371	61951089	NM_022645	-
chr17	61957571	61959302	NM_022557	-
chr17	61986964	61988618	NM_001318	-
chr17	61986964	61988618	NM_022581	-
chr17	61949371	61951089	NM_020991	-
chr17	61994552	61996212	NM_022560	-
chr17	61905043	61909387	NM_001199163	+
chr17	61957571	61959302	NM_022558	-
chr17	61994552	61996212	NM_000515	-
chr17	62075710	62081644	NM_001191030	+
chr17	62075710	62081644	NM_001191029	+
chr17	62079954	62097994	NM_001099786	-
chr17	62075710	62081644	NM_001191031	+
chr17	62079954	62084283	NM_000873	-
chr17	62015913	62050278	NM_000334	-
chr17	62075710	62081644	NM_001164257	+
chr17	62006097	62009704	NM_021602	-
chr17	62006097	62009704	NM_001039933	-
chr17	62006097	62009704	NM_000626	-
chr17	62079954	62097994	NM_001099789	-
chr17	62079954	62097994	NM_001099788	-
chr17	62079954	62097994	NM_001099787	-
chr17	62073430	62077259	NR_126169	-
chr17	62223437	62223517	NR_004380	+
chr17	62223698	62223831	NR_002995	+
chr17	62473901	62493184	NM_007215	-
chr17	62497331	62497431	NR_039969	-
chr17	62496891	62496957	NR_039891	-
chr17	62396776	62407083	NM_000442	-
chr17	62494373	62502484	NM_004396	-
chr17	62461568	62464760	NM_001291316	+
chr17	62461568	62464760	NM_001291317	+
chr17	62461568	62464760	NM_001085423	+
chr17	62774256	62777622	NR_027487	-
chr17	62776876	62776942	NR_106728	+
chr17	62745779	62778117	NR_026899	-
chr17	62818147	62818220	NR_036199	-
chr17	62818147	62818220	NR_036271	-
chr17	62962667	62971703	NR_026903	-
chr17	63096929	63107212	NR_110801	+
chr17	63524682	63557740	NM_004655	-
chr17	64394186	64412972	NR_110822	-
chr17	64783189	64783286	NR_030364	+
chr17	65040651	65052911	NM_000727	+
chr17	65336618	65362721	NM_002816	-
chr17	65336618	65362721	NM_174871	-
chr17	65736785	65736917	NR_003706	+
chr17	65714060	65740266	NM_015462	+
chr17	65987214	65989765	NM_181656	-
chr17	66031847	66042970	NM_002266	+
chr17	65987214	65989765	NM_181655	-
chr17	66097695	66132070	NR_027418	+
chr17	66244144	66253305	NM_001033571	+
chr17	66244144	66253305	NM_016627	+
chr17	66244144	66253305	NM_001033570	+
